p,d,q,P,D,Q,Time,AIC
0, 0, 1,2, 3, 0,4.219044208526611,8.0
0, 0, 1,2, 3, 1,4.330037355422974,10.0
0, 0, 1,2, 3, 2,5.97145414352417,12.0
0, 0, 1,2, 3, 3,10.968711376190186,14.0
0, 0, 1,2, 3, 4,15.228049755096436,16.0
0, 0, 1,2, 4, 0,6.297521114349365,8.0
0, 0, 1,2, 4, 1,8.129607677459717,10.0
0, 0, 1,2, 4, 2,9.743467330932617,12.0
0, 0, 1,2, 4, 3,12.620470523834229,14.0
0, 0, 1,2, 4, 4,24.46502923965454,16.0
0, 0, 1,3, 0, 0,9.640380620956421,209.4425779296439
0, 0, 1,3, 0, 1,16.232845067977905,827.1211875888064
0, 0, 1,3, 0, 2,16.42438006401062,213.34289478469978
0, 0, 1,3, 0, 3,16.29073715209961,200.7460734728487
0, 0, 1,3, 0, 4,5.022683382034302,18.0
0, 0, 1,3, 1, 0,2.3631069660186768,10.0
0, 0, 1,3, 1, 1,3.148970603942871,12.0
0, 0, 1,3, 1, 2,3.6337733268737793,14.0
0, 0, 1,3, 1, 3,4.120496511459351,16.0
0, 0, 1,3, 1, 4,7.682408094406128,18.0
0, 0, 1,3, 2, 0,4.680789470672607,10.0
0, 0, 1,3, 2, 1,5.595799207687378,12.0
0, 0, 1,3, 2, 2,5.380305767059326,14.0
0, 0, 1,3, 2, 3,6.681052207946777,16.0
0, 0, 1,3, 2, 4,14.268407106399536,18.0
0, 0, 1,3, 3, 0,7.013598680496216,10.0
0, 0, 1,3, 3, 1,8.30350637435913,12.0
0, 0, 1,3, 3, 2,9.99170184135437,14.0
0, 0, 1,3, 3, 3,11.048932313919067,16.0
0, 0, 1,3, 3, 4,16.99963927268982,18.0
0, 0, 1,3, 4, 0,10.493414163589478,10.0
0, 0, 1,3, 4, 1,11.766520023345947,12.0
0, 0, 1,3, 4, 2,12.548269510269165,14.0
